; Diagram data of sequence 'DspData' [C:/TEMP/]

; Time Settings:
; Start Time = 0  SRT
; End Time = 874379125  SRT
; Time Step = 10 SRT


;               READOUT_EVENTS	                   X Gradient	                   Y Gradient	                   Z Gradient	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -7.5967050000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -7.5967050000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                 -7.5967050000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -7.5967050000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -7.5967050000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -7.5967050000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                 -7.5967050000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.0868150000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.0868150000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.0868150000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                 -8.0868150000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.0868150000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.0868150000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.0868150000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                 -8.0868150000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.0868150000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.0868150000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.5769250000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                 -8.5769250000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.5769250000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.5769250000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.5769250000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                 -8.5769250000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.5769250000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.5769250000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -8.5769250000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                 -8.5769250000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.0670350000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.0670350000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.0670350000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                 -9.0670350000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.0670350000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.0670350000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.0670350000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                 -9.0670350000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.0670350000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.0670350000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                 -9.5571450000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.5571450000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.5571450000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.5571450000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                 -9.5571450000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.5571450000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.5571450000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.5571450000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                 -9.5571450000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                 -9.5571450000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.0472550000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.0472550000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                -10.0472550000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.0472550000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.0472550000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.0472550000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                -10.0472550000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.0472550000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.0472550000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.0472550000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                -10.5373650000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.5373650000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.5373650000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.5373650000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                -10.5373650000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.5373650000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.5373650000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.5373650000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                -10.5373650000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -10.5373650000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.0274750000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.0274750000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                -11.0274750000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.0274750000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.0274750000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.0274750000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                -11.0274750000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.0274750000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.0274750000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                -11.0274750000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.5175850000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.5175850000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.5175850000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                -11.5175850000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.5175850000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.5175850000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.5175850000	
                  1.0000000000	                  0.0000000000	                  0.0000000000	                -11.5175850000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.5175850000	
                  0.0000000000	                  0.0000000000	                  0.0000000000	                -11.5175850000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  1.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
                  0.0000000000	                  0.0000000000	                  0.0000020000	                -11.7626430000	
